grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,black,black,black,black,black,black,black,black,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,black,black,black,black,black,black,black,black,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,black,black,black,black,black,black,black,black,black,grass,grass,grass
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,black,black,black,black,black,black,black,black,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,black,black,black,black,black,black,black,black,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,black,black,black,black,black,black,black,black,black,grass,grass,grass
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,black,black,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,black,black,black,black,black,black,black,black,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,black,black,black,black,black,black,black,black,black,grass,grass,grass
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,black,black,black,grass,black,black,black,black,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,black,black,black,black,black,black,black,black,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,black,black,black,black,black,black,black,black,black,grass,grass,grass
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,black,black,black,grass,black,black,black,black,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,black,black,black,black,black,black,black,black,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,black,black,black,black,black,black,black,black,black,grass,grass,grass
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,grass,grass,grass,grass
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,dirt,dirt,dirt,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,dirt,dirt,dirt,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,dirt,dirt,dirt,grass,grass,grass,grass,grass,grass,grass,grass,grass,black,black,grass,grass,grass,grass
grass,grass,grass,grass,placeholder,placeholder,placeholder,placeholder,placeholder,grass,grass,grass,dirt,dirt,dirt,grass,grass,grass,placeholder,placeholder,placeholder,placeholder,placeholder,grass,black,black,grass,grass,grass,grass,grass,grass,placeholder,placeholder,placeholder,placeholder,placeholder,grass,grass,grass,dirt,dirt,dirt,grass,grass,grass,placeholder,placeholder,placeholder,placeholder,placeholder,grass,black,black,grass,grass,grass,grass,grass,grass,placeholder,placeholder,placeholder,placeholder,placeholder,grass,grass,grass,dirt,dirt,dirt,grass,grass,grass,placeholder,placeholder,placeholder,placeholder,placeholder,grass,black,black,grass,grass,grass,grass
grass,grass,grass,grass,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,dirt,dirt,dirt,grass,grass,grass,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,black,black,grass,dirt,grass,grass,grass,grass,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,dirt,dirt,dirt,grass,grass,grass,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,black,black,grass,grass,grass,grass,grass,grass,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,dirt,dirt,dirt,grass,grass,grass,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,black,black,grass,grass,grass,grass
grass,grass,grass,grass,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,dirt,dirt,dirt,grass,grass,grass,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,black,black,dirt,grass,grass,grass,grass,grass,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,dirt,dirt,dirt,grass,grass,grass,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,black,black,grass,grass,grass,grass,grass,grass,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,dirt,dirt,dirt,grass,grass,grass,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,black,black,grass,grass,grass,grass
